Penyakit,Gejala 1,Gejala 2,Gejala 3,Gejala 4,Gejala 5,Gejala 6,Gejala 7,Gejala 8,Gejala 9,Gejala 10,Gejala 11,Gejala 12,Gejala 13,Gejala 14,Gejala 15,Gejala 16,Gejala 17,Gejala 18,Gejala 19
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Mulut basah,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Selaput lendir pucat,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Suhu subnormal,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Koma,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Suhu subnormal,Selaput lendir pucat,Mulut basah,Denyut jantung tak teratur,Tidak nafsu makan,Kondisi lemah,Stres,Sendi bengkak,Kelumpuhan,Meningitis ,Mencret ,Dehidrasi,Kematian mendadak,,,,,,
Colibacillosis,Tidak nafsu makan,Selaput lendir pucat,Kematian mendadak,Suhu subnormal,Mulut basah,Sendi bengkak,Kondisi lemah,Koma,Kelumpuhan,Mencret ,Meningitis ,Dehidrasi,Stres,Denyut jantung tak teratur,,,,,
Colibacillosis,Dehidrasi,Mencret ,Sendi bengkak,Stres,Mulut basah,Kematian mendadak,Denyut jantung tak teratur,Meningitis ,Koma,Suhu subnormal,Tidak nafsu makan,Kelumpuhan,Kondisi lemah,Selaput lendir pucat,,,,,
Colibacillosis,Mencret ,Meningitis ,Selaput lendir pucat,Tidak nafsu makan,Suhu subnormal,Kelumpuhan,Stres,Sendi bengkak,Mulut basah,Denyut jantung tak teratur,Kondisi lemah,Dehidrasi,Kematian mendadak,Koma,,,,,
Colibacillosis,Selaput lendir pucat,Koma,Stres,Suhu subnormal,Denyut jantung tak teratur,Sendi bengkak,Kematian mendadak,Kondisi lemah,Meningitis ,Kelumpuhan,Dehidrasi,Mulut basah,Mencret ,Tidak nafsu makan,,,,,
Colibacillosis,Dehidrasi,Kondisi lemah,Mencret ,Selaput lendir pucat,Stres,Mulut basah,Suhu subnormal,Denyut jantung tak teratur,Tidak nafsu makan,Koma,Kelumpuhan,Kematian mendadak,Sendi bengkak,Meningitis ,,,,,
Colibacillosis,Mulut basah,Kematian mendadak,Tidak nafsu makan,Denyut jantung tak teratur,Stres,Kondisi lemah,Dehidrasi,Suhu subnormal,Kelumpuhan,Selaput lendir pucat,Meningitis ,Sendi bengkak,Mencret ,Koma,,,,,
Colibacillosis,Stres,Meningitis ,Kematian mendadak,Koma,Kondisi lemah,Mencret ,Sendi bengkak,Suhu subnormal,Kelumpuhan,Dehidrasi,Denyut jantung tak teratur,Selaput lendir pucat,Mulut basah,Tidak nafsu makan,,,,,
Colibacillosis,Suhu subnormal,Dehidrasi,Tidak nafsu makan,Denyut jantung tak teratur,Mulut basah,Kondisi lemah,Koma,Sendi bengkak,Kematian mendadak,Mencret ,Meningitis ,Kelumpuhan,Selaput lendir pucat,Stres,,,,,
Colibacillosis,Selaput lendir pucat,Meningitis ,Kematian mendadak,Sendi bengkak,Kondisi lemah,Stres,Denyut jantung tak teratur,Suhu subnormal,Dehidrasi,Mulut basah,Mencret ,Tidak nafsu makan,Kelumpuhan,Koma,,,,,
Colibacillosis,Kelumpuhan,Meningitis ,Mulut basah,Stres,Mencret ,Koma,Kematian mendadak,Tidak nafsu makan,Sendi bengkak,Selaput lendir pucat,Denyut jantung tak teratur,Suhu subnormal,Kondisi lemah,Dehidrasi,,,,,
Dermatophilosis,Radang kulit,Keropeng/kudis ,Kulit kasar,Tidak nafsu makan,Tubuh kurus ,Demam,Lymphodenopathy,,,,,,,,,,,,
Dermatophilosis,Radang kulit,Keropeng/kudis ,Kulit kasar,Tidak nafsu makan,Tubuh kurus ,Demam,,,,,,,,,,,,,
Dermatophilosis,Radang kulit,Keropeng/kudis ,Kulit kasar,Tidak nafsu makan,Tubuh kurus ,Lymphodenopathy,,,,,,,,,,,,,
Dermatophilosis,Radang kulit,Keropeng/kudis ,Kulit kasar,Tidak nafsu makan,Demam,Lymphodenopathy,,,,,,,,,,,,,
Dermatophilosis,Radang kulit,Keropeng/kudis ,Kulit kasar,Tubuh kurus ,Demam,Lymphodenopathy,,,,,,,,,,,,,
Dermatophilosis,Radang kulit,Keropeng/kudis ,Tidak nafsu makan,Tubuh kurus ,Demam,Lymphodenopathy,,,,,,,,,,,,,
Dermatophilosis,Radang kulit,Kulit kasar,Tidak nafsu makan,Tubuh kurus ,Demam,Lymphodenopathy,,,,,,,,,,,,,
Dermatophilosis,Keropeng/kudis ,Kulit kasar,Tidak nafsu makan,Tubuh kurus ,Demam,Lymphodenopathy,,,,,,,,,,,,,
Dermatophilosis,Kulit kasar,Tubuh kurus ,Radang kulit,Lymphodenopathy,Demam,Keropeng/kudis ,Tidak nafsu makan,,,,,,,,,,,,
Dermatophilosis,Demam,Tubuh kurus ,Keropeng/kudis ,Radang kulit,Kulit kasar,Lymphodenopathy,Tidak nafsu makan,,,,,,,,,,,,
Dermatophilosis,Radang kulit,Lymphodenopathy,Demam,Keropeng/kudis ,Tidak nafsu makan,Kulit kasar,Tubuh kurus ,,,,,,,,,,,,
Dermatophilosis,Lymphodenopathy,Tidak nafsu makan,Demam,Tubuh kurus ,Kulit kasar,Radang kulit,Keropeng/kudis ,,,,,,,,,,,,
Dermatophilosis,Demam,Kulit kasar,Keropeng/kudis ,Radang kulit,Tidak nafsu makan,Tubuh kurus ,Lymphodenopathy,,,,,,,,,,,,
Dermatophilosis,Kulit kasar,Lymphodenopathy,Tidak nafsu makan,Tubuh kurus ,Demam,Radang kulit,Keropeng/kudis ,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Pembengkakan limfa,Hydrothorax,Mulut dan hidung berbusa,Terlihat gelisah,Demam tinggi,Mulut bergerak seperti mengunyah,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Pembengkakan limfa,Hydrothorax,Mulut dan hidung berbusa,Terlihat gelisah,Demam tinggi,,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Pembengkakan limfa,Hydrothorax,Mulut dan hidung berbusa,Terlihat gelisah,Mulut bergerak seperti mengunyah,,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Pembengkakan limfa,Hydrothorax,Mulut dan hidung berbusa,Demam tinggi,Mulut bergerak seperti mengunyah,,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Pembengkakan limfa,Hydrothorax,Terlihat gelisah,Demam tinggi,Mulut bergerak seperti mengunyah,,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Pembengkakan limfa,Mulut dan hidung berbusa,Terlihat gelisah,Demam tinggi,Mulut bergerak seperti mengunyah,,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Hydrothorax,Mulut dan hidung berbusa,Terlihat gelisah,Demam tinggi,Mulut bergerak seperti mengunyah,,,,,,,,,,,,,
Heartwater,Pembengkakan limfa,Hydrothorax,Mulut dan hidung berbusa,Terlihat gelisah,Demam tinggi,Mulut bergerak seperti mengunyah,,,,,,,,,,,,,
Heartwater,Demam tinggi,Mulut dan hidung berbusa,Hydrothorax,Pembengkakan paru-paru,Pembengkakan limfa,Mulut bergerak seperti mengunyah,Terlihat gelisah,,,,,,,,,,,,
Heartwater,Pembengkakan paru-paru,Mulut bergerak seperti mengunyah,Mulut dan hidung berbusa,Pembengkakan limfa,Hydrothorax,Demam tinggi,Terlihat gelisah,,,,,,,,,,,,
Heartwater,Mulut bergerak seperti mengunyah,Pembengkakan limfa,Mulut dan hidung berbusa,Pembengkakan paru-paru,Hydrothorax,Demam tinggi,Terlihat gelisah,,,,,,,,,,,,
Heartwater,Pembengkakan limfa,Demam tinggi,Terlihat gelisah,Mulut bergerak seperti mengunyah,Pembengkakan paru-paru,Hydrothorax,Mulut dan hidung berbusa,,,,,,,,,,,,
Heartwater,Hydrothorax,Pembengkakan paru-paru,Mulut dan hidung berbusa,Pembengkakan limfa,Demam tinggi,Terlihat gelisah,Mulut bergerak seperti mengunyah,,,,,,,,,,,,
Heartwater,Pembengkakan limfa,Demam tinggi,Pembengkakan paru-paru,Hydrothorax,Mulut dan hidung berbusa,Terlihat gelisah,Mulut bergerak seperti mengunyah,,,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema), Keropeng pada mulut,Popula,Vesikula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Radang basah,Kulit menebal,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema), Keropeng pada mulut,Popula,Vesikula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Radang basah,,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema), Keropeng pada mulut,Popula,Vesikula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Kulit menebal,,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema), Keropeng pada mulut,Popula,Vesikula,Lesi kulit terbentuk di mulut,Radang basah,Kulit menebal,,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema), Keropeng pada mulut,Popula,Vesikula,Tidak nafsu makan,Radang basah,Kulit menebal,,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema), Keropeng pada mulut,Popula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Radang basah,Kulit menebal,,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema), Keropeng pada mulut,Vesikula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Radang basah,Kulit menebal,,,,,,,,,,,
Orf,Radang kulit,kemerahan kulit (eritema),Popula,Vesikula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Radang basah,Kulit menebal,,,,,,,,,,,
Orf,Radang kulit, Keropeng pada mulut,Popula,Vesikula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Radang basah,Kulit menebal,,,,,,,,,,,
Orf,kemerahan kulit (eritema), Keropeng pada mulut,Popula,Vesikula,Lesi kulit terbentuk di mulut,Tidak nafsu makan,Radang basah,Kulit menebal,,,,,,,,,,,
Orf,Popula,Radang kulit,kemerahan kulit (eritema),Lesi kulit terbentuk di mulut,Tidak nafsu makan, Keropeng pada mulut,Radang basah,Kulit menebal,Vesikula,,,,,,,,,,
Orf,Tidak nafsu makan,Radang basah, Keropeng pada mulut,Kulit menebal,kemerahan kulit (eritema),Lesi kulit terbentuk di mulut,Radang kulit,Popula,Vesikula,,,,,,,,,,
Orf,Radang kulit,Lesi kulit terbentuk di mulut,Kulit menebal, Keropeng pada mulut,kemerahan kulit (eritema),Radang basah,Popula,Vesikula,Tidak nafsu makan,,,,,,,,,,
Orf,Lesi kulit terbentuk di mulut,Vesikula,Kulit menebal,kemerahan kulit (eritema),Popula, Keropeng pada mulut,Tidak nafsu makan,Radang kulit,Radang basah,,,,,,,,,,
Orf,Vesikula,Radang kulit,Kulit menebal,Radang basah,Tidak nafsu makan,Lesi kulit terbentuk di mulut,Popula, Keropeng pada mulut,kemerahan kulit (eritema),,,,,,,,,,
Orf,Keropeng pada mulut,Popula,Tidak nafsu makan,Kulit menebal,Radang basah,kemerahan kulit (eritema),Lesi kulit terbentuk di mulut,Radang kulit,Vesikula,,,,,,,,,,
Orf,Kulit menebal,Tidak nafsu makan,Radang kulit,kemerahan kulit (eritema),Popula,Vesikula,Lesi kulit terbentuk di mulut,Keropeng pada mulut,Radang basah,,,,,,,,,,
Orf,Lesi kulit terbentuk di mulut,Radang basah,Radang kulit,Vesikula,Keropeng pada mulut,Tidak nafsu makan,kemerahan kulit (eritema),Kulit menebal,Popula,,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Tidak nafsu makan,Radang otak,Keguguran,Urin berwarna gelap,Stres,Kulit dan mata kekuningan,Demam,Kondisi lemah,Anemia,Konjungtiva,Penurunan produksi susu,,,,,,,,
Leptospirosis,Keguguran,Penurunan produksi susu,Kondisi lemah,Stres,Anemia,Kulit dan mata kekuningan,Tidak nafsu makan,Urin berwarna gelap,Konjungtiva,Demam,Radang otak,,,,,,,,
Leptospirosis,Kondisi lemah,Konjungtiva,Stres,Keguguran,Kulit dan mata kekuningan,Radang otak,Tidak nafsu makan,Urin berwarna gelap,Anemia,Demam,Penurunan produksi susu,,,,,,,,
Leptospirosis,Demam,Keguguran,Urin berwarna gelap,Stres,Radang otak,Tidak nafsu makan,Konjungtiva,Kondisi lemah,Anemia,Kulit dan mata kekuningan,Penurunan produksi susu,,,,,,,,
Leptospirosis,Penurunan produksi susu,Tidak nafsu makan,Konjungtiva,Radang otak,Kondisi lemah,Keguguran,Demam,Urin berwarna gelap,Anemia,Kulit dan mata kekuningan,Stres,,,,,,,,
Leptospirosis,Kulit dan mata kekuningan,Demam,Radang otak,Konjungtiva,Anemia,Urin berwarna gelap,Tidak nafsu makan,Keguguran,Kondisi lemah,Penurunan produksi susu,Stres,,,,,,,,
Leptospirosis,Keguguran,Stres,Kulit dan mata kekuningan,Radang otak,Tidak nafsu makan,Penurunan produksi susu,Konjungtiva,Urin berwarna gelap,Kondisi lemah,Demam,Anemia,,,,,,,,
Leptospirosis,Tidak nafsu makan,Penurunan produksi susu,Stres,Anemia,Urin berwarna gelap,Radang otak,Keguguran,Kulit dan mata kekuningan,Demam,Konjungtiva,Kondisi lemah,,,,,,,,
Leptospirosis,Stres,Demam,Kondisi lemah,Tidak nafsu makan,Radang otak,Kulit dan mata kekuningan,Urin berwarna gelap,Penurunan produksi susu,Keguguran,Konjungtiva,Anemia,,,,,,,,
Leptospirosis,Kulit dan mata kekuningan,Demam,Kondisi lemah,Keguguran,Radang otak,Penurunan produksi susu,Anemia,Konjungtiva,Tidak nafsu makan,Stres,Urin berwarna gelap,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Terlihat gelisah,Keguguran,Tidak nafsu makan,Stres,Demam tinggi,Kelumpuhan,Berjalan sempoyongan,Meningitis,,,,,,,,,,,
Listeriosis,Tidak nafsu makan,Terlihat gelisah,Demam tinggi,Keguguran,Berjalan sempoyongan,Stres,Kelumpuhan,Meningitis,,,,,,,,,,,
Listeriosis,Stres,Berjalan sempoyongan,Meningitis,Kelumpuhan,Terlihat gelisah,Demam tinggi,Tidak nafsu makan,Keguguran,,,,,,,,,,,
Listeriosis,Kelumpuhan,Demam tinggi,Keguguran,Meningitis,Stres,Terlihat gelisah,Berjalan sempoyongan,Tidak nafsu makan,,,,,,,,,,,
Listeriosis,Berjalan sempoyongan,Keguguran,Terlihat gelisah,Stres,Meningitis,Demam tinggi,Kelumpuhan,Tidak nafsu makan,,,,,,,,,,,
Listeriosis,Demam tinggi,Tidak nafsu makan,Keguguran,Terlihat gelisah,Meningitis,Kelumpuhan,Stres,Berjalan sempoyongan,,,,,,,,,,,
Listeriosis,Kelumpuhan,Tidak nafsu makan,Meningitis,Stres,Demam tinggi,Keguguran,Berjalan sempoyongan,Terlihat gelisah,,,,,,,,,,,
Listeriosis,Stres,Keguguran,Kelumpuhan,Meningitis,Berjalan sempoyongan,Demam tinggi,Terlihat gelisah,Tidak nafsu makan,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Susu bening encer,,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Perubahan warna susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Perubahan warna susu,Pembengkakan ambing dan puting,Ambing keras dan memerah,Gangren ambing,Susu bening encer,Penurunan produksi susu,,,,,,,,,,,,,
Mastitis,Gangren ambing,Susu bening encer,Perubahan warna susu,Pembengkakan ambing dan puting,Ambing keras dan memerah,Penurunan produksi susu,,,,,,,,,,,,,
Mastitis,Susu bening encer,Perubahan warna susu,Penurunan produksi susu,Ambing keras dan memerah,Pembengkakan ambing dan puting,Gangren ambing,,,,,,,,,,,,,
Mastitis,Ambing keras dan memerah,Gangren ambing,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Susu bening encer,,,,,,,,,,,,,
Mastitis,Gangren ambing,Susu bening encer,Perubahan warna susu,Pembengkakan ambing dan puting,Ambing keras dan memerah,Penurunan produksi susu,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Penurunan produksi susu,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Mencret,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Mencret,Pembengkakan rahang,Tidak nafsu makan,Suhu subnormal,Tubuh kurus,Penurunan produksi susu,,,,,,,,,,,,,
Paratuberkulosis,Penurunan produksi susu,Tubuh kurus,Pembengkakan rahang,Mencret,Tidak nafsu makan,Suhu subnormal,,,,,,,,,,,,,
Paratuberkulosis,Pembengkakan rahang,Tubuh kurus,Penurunan produksi susu,Tidak nafsu makan,Mencret,Suhu subnormal,,,,,,,,,,,,,
Paratuberkulosis,Tubuh kurus,Mencret,Penurunan produksi susu,Suhu subnormal,Tidak nafsu makan,Pembengkakan rahang,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Pembengkakan rahang,Tubuh kurus,Suhu subnormal,Penurunan produksi susu,Mencret,,,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Kebutaan,Kekeruhan cornea mata,Konjungtiva,Konstriksi pupil,Lakrimasi,Mata lembab,Pembesaran pembuluh darah kornea,Photophobia,Sekresi mata purulen,,,,,,,,,,
Pink eye,Pembesaran pembuluh darah kornea,Kebutaan,Sekresi mata purulen,Konstriksi pupil,Photophobia,Lakrimasi,Konjungtiva,Kekeruhan cornea mata,Mata lembab,,,,,,,,,,
Pink eye,Mata lembab,Kekeruhan cornea mata,Pembesaran pembuluh darah kornea,Sekresi mata purulen,Lakrimasi,Kebutaan,Photophobia,Konstriksi pupil,Konjungtiva,,,,,,,,,,
Pink eye,Kekeruhan cornea mata,Mata lembab,Sekresi mata purulen,Kebutaan,Konstriksi pupil,Pembesaran pembuluh darah kornea,Photophobia,Lakrimasi,Konjungtiva,,,,,,,,,,
Pink eye,Lakrimasi,Mata lembab,Sekresi mata purulen,Photophobia,Pembesaran pembuluh darah kornea,Kebutaan,Konjungtiva,Konstriksi pupil,Kekeruhan cornea mata,,,,,,,,,,
